surface_name	site_name	species_name	formation_energy	frequencies	other_parameters	reference	
Cu	211	CH3	-1.95	[12, 36, 85, 442, 594, 624, 1121, 1403, 1407, 2983, 3062, 3076]	[]	Ang	
Ni	211	H	0.164	[237.3, 978.3, 1005.8]	[]	Ang	
Ag	211	CH3	-1.43	[12, 36, 85, 442, 594, 624, 1121, 1403, 1407, 2983, 3062, 3076]	[]	Ang	
Rh	211	CH	-1.77	[420, 428, 539, 654, 677, 2979]	[]	Ang	
Pd	211	CH	-1.29	[420, 428, 539, 654, 677, 2979]	[]	Ang	
Ni	211	CH	-1.56	[420, 428, 539, 654, 677, 2979]	[]	Ang	
Pt	211	CH	-1.77	[420, 428, 539, 654, 677, 2979]	[]	Ang	
Cu	211	CH2	-0.85	[175.2, 227.6, 371.8, 395.6, 478.0, 641.9, 1281.4, 2884.6, 2964]	[]	Ang	
Pd	211	CH2	-1.65	[175.2, 227.6, 371.8, 395.6, 478.0, 641.9, 1281.4, 2884.6, 2964]	[]	Ang	
Pt	211	CH2	-2.27	[175.2, 227.6, 371.8, 395.6, 478.0, 641.9, 1281.4, 2884.6, 2964]	[]	Ang	
Ag	211	CH2	0.0	[175.2, 227.6, 371.8, 395.6, 478.0, 641.9, 1281.4, 2884.6, 2964]	[]	Ang	
Ni	211	CH2	-1.91	[175.2, 227.6, 371.8, 395.6, 478.0, 641.9, 1281.4, 2884.6, 2964]	[]	Ang	
Ag	211	CH	1.1	[420, 428, 539, 654, 677, 2979]	[]	Ang	
Cu	211	CH2-H	-0.433	[12, 62, 278, 322, 504, 588, 852, 953, 1338, 1815, 3008, 3082]	[]	from Liang, including 0.09 H correction
Cu	211	CH3-H	-1.135	[]	[]	from Liang, including 0.09 H correction
Cu	211	C-H	1.344	[12,291.9,387.5,412.9,625.9,1180.7]	[]	from Liang, including 0.09 H correction
Cu	211	CH-H	0.889	[]	[]	from Liang, including 0.09 H correction
Cu	211	CH	-0.02	[]	[]	from Liang, including 0.09 H correction
Cu211	211	CH2-H	-0.433	[12, 62, 278, 322, 504, 588, 852, 953, 1338, 1815, 3008, 3082]	[]	from Liang, including 0.09 H correction	
Cu211	211	CH3-H	-1.135	[12, 12, 20.8, 74.2, 264.5, 399.3, 754.7, 815.4, 1165.5, 1384.7, 1406.1, 1722.5, 2958.9, 3044.6, 3080.5]	[]	from Liang, including 0.09 H correction	
Cu211	211	C-H	1.344	[12,291.9,387.5,412.9,625.9,1180.7]	[]	from Liang, including 0.09 H correction	
Cu211	211	CH-H	0.889	[12.0, 12.0, 379.6, 437.8, 558.7, 656.5, 894.8, 1573.3, 3011.5]	[]	from Liang, including 0.09 H correction	
Cu211	211	C	0.56	[303, 508, 546]	[]	Ang	
Cu211	211	CH2	-0.85	[175.2, 227.6, 371.8, 395.6, 478.0, 641.9, 1281.4, 2884.6, 2964.]	[]	Ang	
Cu211	211	CH3	-1.95	[12, 36, 85, 442, 594, 624, 1121, 1403, 1407, 2983, 3062, 3076]	[]	Ang	
Cu211	211	CH	-0.02	[420, 428, 539, 654, 677, 2979]	[]	Ang	
Cu211	211	CH3-O	0.382	[12, 78.3, 130.1, 154.6, 204.5, 296.6, 438.1, 729.4, 837.5, 1127.6, 1361.5, 1377.9, 2824.5, 3080.0, 3174.0]	[]	Ang	
Pt	211	CH2-H	-1.984	[12, 62, 278, 322, 504, 588, 852, 953, 1338, 1815, 3008, 3082]	[]	Ang	
Pd	211	CH2-H	-1.372	[12, 62, 278, 322, 504, 588, 852, 953, 1338, 1815, 3008, 3082]	[]	Ang	
Ag	211	CH2-H	0.839	[12, 62, 278, 322, 504, 588, 852, 953, 1338, 1815, 3008, 3082]	[]	Ang	
Pt	211	CH-H	-0.638	[12.0, 12.0, 379.6, 437.8, 558.7, 656.5, 894.8, 1573.3, 3011.5]	[]	Ang	
Pd	211	CH-H	-0.701	[12.0, 12.0, 379.6, 437.8, 558.7, 656.5, 894.8, 1573.3, 3011.5]	[]	Ang	
Ag	211	CH-H	2.338	[12.0, 12.0, 379.6, 437.8, 558.7, 656.5, 894.8, 1573.3, 3011.5]	[]	Ang	
Pt	211	C-H	0.03	[12,291.9,387.5,412.9,625.9,1180.7]	[]	Ang	
Pd	211	C-H	-0.741	[12,291.9,387.5,412.9,625.9,1180.7]	[]	Ang	
Ag	211	C-H	3.13	[12,291.9,387.5,412.9,625.9,1180.7]	[]	Ang	
Pd	211	CH3-H	-1.754	[12, 12, 20.8, 74.2, 264.5, 399.3, 754.7, 815.4, 1165.5, 1384.7, 1406.1, 1722.5, 2958.9, 3044.6, 3080.5]	[]	Ang	
Pt	211	CH3-H	-2.179	[12, 12, 20.8, 74.2, 264.5, 399.3, 754.7, 815.4, 1165.5, 1384.7, 1406.1, 1722.5, 2958.9, 3044.6, 3080.5]	[]	Ang	
Ag	211	CH3-H	-0.43	[12, 12, 20.8, 74.2, 264.5, 399.3, 754.7, 815.4, 1165.5, 1384.7, 1406.1, 1722.5, 2958.9, 3044.6, 3080.5]	[]	Ang	
Pt	211	#CH3-O	1.596	[12, 78.3, 130.1, 154.6, 204.5, 296.6, 438.1, 729.4, 837.5, 1127.6, 1361.5, 1377.9, 2824.5, 3080.0, 3174.0]	[]	Ang	
Pd	211	CH3-O	0.563	[12, 78.3, 130.1, 154.6, 204.5, 296.6, 438.1, 729.4, 837.5, 1127.6, 1361.5, 1377.9, 2824.5, 3080.0, 3174.0]	[]	Ang	
Ag	211	CH3-O	1.38	[12, 78.3, 130.1, 154.6, 204.5, 296.6, 438.1, 729.4, 837.5, 1127.6, 1361.5, 1377.9, 2824.5, 3080.0, 3174.0]	[]	Ang	
Rh	211	CH3-O	-0.203	[12, 78.3, 130.1, 154.6, 204.5, 296.6, 438.1, 729.4, 837.5, 1127.6, 1361.5, 1377.9, 2824.5, 3080.0, 3174.0]	[]	Ang	
Ni	211	CH3-O	-0.73	[12, 78.3, 130.1, 154.6, 204.5, 296.6, 438.1, 729.4, 837.5, 1127.6, 1361.5, 1377.9, 2824.5, 3080.0, 3174.0]	[]	Ang	
Ni	211	CH-OH	0.33	[12, 103.3, 166.6, 379.0, 425.8, 454.7, 580.3, 631.0, 794.9, 874.6, 3049.5, 3652.0]	[]	Ang	
Cu211	211	CH-OH	1.28	[12, 103.3, 166.6, 379.0, 425.8, 454.7, 580.3, 631.0, 794.9, 874.6, 3049.5, 3652.0]	[]	Ang	
Pt	211	CH-OH	0.07	[12, 103.3, 166.6, 379.0, 425.8, 454.7, 580.3, 631.0, 794.9, 874.6, 3049.5, 3652.0]	[]	Ang	
Pd	211	CH-OH	0.75	[12, 103.3, 166.6, 379.0, 425.8, 454.7, 580.3, 631.0, 794.9, 874.6, 3049.5, 3652.0]	[]	Ang	
Rh	211	CH-OH	-0.205	[12, 103.3, 166.6, 379.0, 425.8, 454.7, 580.3, 631.0, 794.9, 874.6, 3049.5, 3652.0]	[]	Ang	
Pt	211	CH3-OH	-0.566	[12, 39.3, 82.2, 96.4, 250.3, 279.9, 417.1, 468.4, 540.8, 599.1, 1102.6, 1118.7, 1330.9, 1391.4, 1414.1, 2913.3, 2996.8, 3058.3]	[]	Ang	
Pd	211	CH3-OH	0.1815	[12, 39.3, 82.2, 96.4, 250.3, 279.9, 417.1, 468.4, 540.8, 599.1, 1102.6, 1118.7, 1330.9, 1391.4, 1414.1, 2913.3, 2996.8, 3058.3]	[]	Ang	
Ag	211	CH3-OH	0.47	[12, 39.3, 82.2, 96.4, 250.3, 279.9, 417.1, 468.4, 540.8, 599.1, 1102.6, 1118.7, 1330.9, 1391.4, 1414.1, 2913.3, 2996.8, 3058.3]	[]	Ang	
Rh	211	CH3-OH	-0.832	[12, 39.3, 82.2, 96.4, 250.3, 279.9, 417.1, 468.4, 540.8, 599.1, 1102.6, 1118.7, 1330.9, 1391.4, 1414.1, 2913.3, 2996.8, 3058.3]	[]	Ang	
Ni	211	CH3-OH	-1.11	[12, 39.3, 82.2, 96.4, 250.3, 279.9, 417.1, 468.4, 540.8, 599.1, 1102.6, 1118.7, 1330.9, 1391.4, 1414.1, 2913.3, 2996.8, 3058.3]	[]	Ang	
Cu211	211	CH3-OH	-0.47	[12, 39.3, 82.2, 96.4, 250.3, 279.9, 417.1, 468.4, 540.8, 599.1, 1102.6, 1118.7, 1330.9, 1391.4, 1414.1, 2913.3, 2996.8, 3058.3]	[]	Ang	
Pt	211	OH-CH2	-0.237	[12, 108.3, 165.1, 290.8, 345.3, 419.5, 490.4, 581.5, 607.3, 783.8, 987.3, 1303.2, 1413.3, 2947.3, 3039.5]	[]	Ang	
Pd	211	OH-CH2	0.81	[12, 108.3, 165.1, 290.8, 345.3, 419.5, 490.4, 581.5, 607.3, 783.8, 987.3, 1303.2, 1413.3, 2947.3, 3039.5]	[]	Ang	
Ag	211	OH-CH2	1.956	[12, 108.3, 165.1, 290.8, 345.3, 419.5, 490.4, 581.5, 607.3, 783.8, 987.3, 1303.2, 1413.3, 2947.3, 3039.5]	[]	Ang	
Rh	211	OH-CH2	-0.411	[12, 108.3, 165.1, 290.8, 345.3, 419.5, 490.4, 581.5, 607.3, 783.8, 987.3, 1303.2, 1413.3, 2947.3, 3039.5]	[]	Ang	
Ni	211	OH-CH2	-0.936	[12, 108.3, 165.1, 290.8, 345.3, 419.5, 490.4, 581.5, 607.3, 783.8, 987.3, 1303.2, 1413.3, 2947.3, 3039.5]	[]	Ang	
Cu211	211	OH-CH2	-0.257	[12, 108.3, 165.1, 290.8, 345.3, 419.5, 490.4, 581.5, 607.3, 783.8, 987.3, 1303.2, 1413.3, 2947.3, 3039.5]	[]	Ang	
Ag	211	CH2-O	2.67	[12, 12, 72.3, 91.3, 471.6, 609.0, 630.5, 720.7, 915.3, 1298.0, 3003.8, 3109.2]	[]	Ang	
Cu211	211	CH2-O	0.87	[12, 12, 72.3, 91.3, 471.6, 609.0, 630.5, 720.7, 915.3, 1298.0, 3003.8, 3109.2]	[]	Ang	
Pt	211	CH2-O	0.90	[12, 12, 72.3, 91.3, 471.6, 609.0, 630.5, 720.7, 915.3, 1298.0, 3003.8, 3109.2]	[]	Ang	
Pd	211	CH2-O	1.09	[12, 12, 72.3, 91.3, 471.6, 609.0, 630.5, 720.7, 915.3, 1298.0, 3003.8, 3109.2]	[]	Ang	
Rh	211	CH2-O	0.297	[12, 12, 72.3, 91.3, 471.6, 609.0, 630.5, 720.7, 915.3, 1298.0, 3003.8, 3109.2]	[]	Ang	
Ni	211	CH2-O	-0.219	[12, 12, 72.3, 91.3, 471.6, 609.0, 630.5, 720.7, 915.3, 1298.0, 3003.8, 3109.2]	[]	Ang	
Ag	211	CH-O	4.03	[12, 52.2, 265.4, 357.9, 406.4, 472.3, 726.1, 943.0, 3029.2]	[]	Ang	
Cu211	211	CH-O	1.84	[12, 52.2, 265.4, 357.9, 406.4, 472.3, 726.1, 943.0, 3029.2]	[]	Ang	
Pt	211	CH-O	1.054	[12, 52.2, 265.4, 357.9, 406.4, 472.3, 726.1, 943.0, 3029.2]	[]	Ang	
Pd	211	CH-O	1.64	[12, 52.2, 265.4, 357.9, 406.4, 472.3, 726.1, 943.0, 3029.2]	[]	Ang	
Rh	211	CH-O	0.552	[12, 52.2, 265.4, 357.9, 406.4, 472.3, 726.1, 943.0, 3029.2]	[]	Ang	
Ni	211	#CH-O	0	[12, 52.2, 265.4, 357.9, 406.4, 472.3, 726.1, 943.0, 3029.2]	[]	Ang	
Pt	211	#OH-CH	1.463	[12, 146.1, 246.7, 331.2, 404.8, 439.9, 515.0, 587.0, 640.7, 831.6, 1312.9, 2914.2]	[]	Ang	
Pd	211	OH-CH	0.318	[12, 146.1, 246.7, 331.2, 404.8, 439.9, 515.0, 587.0, 640.7, 831.6, 1312.9, 2914.2]	[]	Ang	
Ag	211	OH-CH	3.157	[12, 146.1, 246.7, 331.2, 404.8, 439.9, 515.0, 587.0, 640.7, 831.6, 1312.9, 2914.2]	[]	Ang	
Rh	211	OH-CH	-0.037	[12, 146.1, 246.7, 331.2, 404.8, 439.9, 515.0, 587.0, 640.7, 831.6, 1312.9, 2914.2]	[]	Ang	
Ni	211	OH-CH	-0.462	[12, 146.1, 246.7, 331.2, 404.8, 439.9, 515.0, 587.0, 640.7, 831.6, 1312.9, 2914.2]	[]	Ang	
Cu211	211	OH-CH	1.262	[12, 146.1, 246.7, 331.2, 404.8, 439.9, 515.0, 587.0, 640.7, 831.6, 1312.9, 2914.2]	[]	Ang	
Pt	211	#OH-C	1.466	[12, 249.9, 354.5, 444.6, 490.8, 592.4, 666.0, 1033.6, 1575.5]	[]	Ang	
Pd	211	OH-C	1.24	[12, 249.9, 354.5, 444.6, 490.8, 592.4, 666.0, 1033.6, 1575.5]	[]	Ang	
Ag	211	OH-C	4.557	[12, 249.9, 354.5, 444.6, 490.8, 592.4, 666.0, 1033.6, 1575.5]	[]	Ang	
Rh	211	OH-C	0.421	[12, 249.9, 354.5, 444.6, 490.8, 592.4, 666.0, 1033.6, 1575.5]	[]	Ang	
Ni	211	#OH-C	1.95	[12, 249.9, 354.5, 444.6, 490.8, 592.4, 666.0, 1033.6, 1575.5]	[]	Ang	
Cu211	211	OH-C	1.95	[12, 249.9, 354.5, 444.6, 490.8, 592.4, 666.0, 1033.6, 1575.5]	[]	Ang	
Ag	211	C-O	5.6	[12, 227.2, 326.5, 384.7, 469.6, 559.7]	[]	Ang	
Cu211	211	C-O	2.826	[12, 227.2, 326.5, 384.7, 469.6, 559.7]	[]	Ang	
Pt	211	#C-O	2.659	[12, 227.2, 326.5, 384.7, 469.6, 559.7]	[]	Ang	
Pd	211	C-O	1.588	[12, 227.2, 326.5, 384.7, 469.6, 559.7]	[]	Ang	
Rh	211	C-O	0.773	[12, 227.2, 326.5, 384.7, 469.6, 559.7]	[]	Ang	
Ni	211	C-O	0.615	[12, 227.2, 326.5, 384.7, 469.6, 559.7]	[]	Ang	
Cu211	211	#CH2-CH2	2.826	[]	[]	Ang	
Cu211	211	CH2CH2	-3.46	[12, 12, 45.3, 53.2, 95.9, 111.5, 800.1, 931.1, 949.1, 1020.8, 1197.5, 1335.3, 1428.9, 1614.3, 3054.9, 3068.2, 3127.4, 3153.9]	[]	Ang	
Pt	211	CH2CH2	-4.36	[12, 12, 45.3, 53.2, 95.9, 111.5, 800.1, 931.1, 949.1, 1020.8, 1197.5, 1335.3, 1428.9, 1614.3, 3054.9, 3068.2, 3127.4, 3153.9]	[]	Ang	
Pd	211	CH2CH2	-3.91	[12, 12, 45.3, 53.2, 95.9, 111.5, 800.1, 931.1, 949.1, 1020.8, 1197.5, 1335.3, 1428.9, 1614.3, 3054.9, 3068.2, 3127.4, 3153.9]	[]	Ang	
Rh	211	CH2CH2	-4.12	[12, 12, 45.3, 53.2, 95.9, 111.5, 800.1, 931.1, 949.1, 1020.8, 1197.5, 1335.3, 1428.9, 1614.3, 3054.9, 3068.2, 3127.4, 3153.9]	[]	Ang	
Ni	211	CH2CH2	-4.15	[12, 12, 45.3, 53.2, 95.9, 111.5, 800.1, 931.1, 949.1, 1020.8, 1197.5, 1335.3, 1428.9, 1614.3, 3054.9, 3068.2, 3127.4, 3153.9]	[]	Ang	
Ag	211	CH2CH2	-3.09	[12, 12, 45.3, 53.2, 95.9, 111.5, 800.1, 931.1, 949.1, 1020.8, 1197.5, 1335.3, 1428.9, 1614.3, 3054.9, 3068.2, 3127.4, 3153.9]	[]	Ang	
Cu211	211	CH3CH3	-4.82	[]	[]	Ang	
Pt	211	CH3CH3	-4.74	[]	[]	Ang	
Ni	211	CH3CH3	-4.84	[]	[]	Ang	
Ag	211	CH3CH3	-4.71	[]	[]	Ang	
Rh	211	CH3CH3	-4.79	[]	[]	Ang	
Pd	211	CH3CH3	-4.84	[]	[]	Ang	
34Cu	211	H2O	-0.403	[]	[]	Ang	
34Cu	211	CO2	-0.98	[]	[]	Ang	
34Cu	211	CHOH	-0.064	[]	[]	Ang	
34Cu	211	HCOO-H	-0.787	[]	[]	Ang	
34Cu	211	CH-OH	1.29	[]	[]	Ang	
34Cu	211	CO-OH	-0.112	[]	[]	Ang	
34Cu	211	CH3-O	0.274	[]	[]	Ang	
34Cu	211	CH2O-OH	-0.744	[]	[]	Ang	
34Cu	211	H-CH2O	-0.60	[]	[]	Ang	
34Cu	211	CH3O-H	-1.148	[]	[]	Ang	
34Cu	211	CH3-H	-1.55	[]	[]	Ang	
34Cu	211	CO-O	0.372	[]	[]	Ang	
34Cu	211	H-CHOH	0.309	[]	[]	Ang	
34Cu	211	O-H	1.806	[]	[]	Ang	
34Cu	211	HCO-OH	0.34	[]	[]	Ang	
34Cu	211	#CH2-H	0.105	[]	[]	Ang	
34Cu	211	H-CH2O	-0.513	[]	[]	Ang	
34Cu	211	CH3O-H	-0.881	[]	[]	Ang	
34Cu	211	H-OH	0.65	[]	[]	Ang	
34Cu	211	H-CO	0.241	[]	[]	Ang	
34Cu	211	H-HCOOH	-0.20	[]	[]	Ang	
34Cu	211	H-CH2OH	-0.381	[]	[]	Ang	
34Cu	211	#CH-H	0.87	[]	[]	Ang	
34Cu	211	#CHO-H	1.106	[]	[]	Ang	
74Cu	211	H-HCOOH	0.309	[]	[]	Ang	
74Cu	211	CO2-H	1.696	[]	[]	Ang	
74Cu	211	#H-CO2	0.764	[]	[]	Ang	
74Cu	211	HCO-OH	0.779	[]	[]	Ang	
74Cu	211	CH-OH	1.21	[]	[]	Ang	
74Cu	211	CHO-H	1.01	[]	[]	Ang	
74Cu	211	O-H	2.09	[]	[]	Ang	
74Cu	211	HCOO-H	-0.215	[]	[]	Ang	
74Cu	211	#CO-OH	0.998	[]	[]	Ang	
74Cu	211	CH3-O	0.778	[]	[]	Ang	
74Cu	211	CH-H	0.71	[]	[]	Ang	
74Cu	211	CH2-H	0.125	[]	[]	Ang	
74Cu	211	H-CHO	0.904	[]	[]	Ang	
74Cu	211	CH3-H	-0.995	[]	[]	Ang	
74Cu	211	H-OH	1.11	[]	[]	Ang	
74Cu	211	H-CO	0.072	[]	[]	Ang	
74Cu	211	CO-O	1.333	[]	[]	Ang	
74Cu	211	H-CH2OH	0.35	[]	[]	Ang	
74Cu	211	CH3O-H	-0.221	[]	[]	Ang	
48Cu	211	H-CH2OH	0.064	[]	[]	Ang	
48Cu	211	CO-O	0.825	[]	[]	Ang	
Rh	211	CH2-CH2	-2.906	[12, 53.7, 86.6, 126.8, 507.5, 515.1, 574.6, 616.7, 722.0, 837.6, 867.0, 888.6, 1313.3, 1333.7, 2982.4, 2992.1, 3070.8, 3082.8]	[]	Ang	
Pt	211	CH2-CH2	-2.8	[12, 53.7, 86.6, 126.8, 507.5, 515.1, 574.6, 616.7, 722.0, 837.6, 867.0, 888.6, 1313.3, 1333.7, 2982.4, 2992.1, 3070.8, 3082.8]	[]	Ang	
Pd	211	CH2-CH2	-2.3	[12, 53.7, 86.6, 126.8, 507.5, 515.1, 574.6, 616.7, 722.0, 837.6, 867.0, 888.6, 1313.3, 1333.7, 2982.4, 2992.1, 3070.8, 3082.8]	[]	Ang	
Ni	211	CH2-CH2	-3.31	[12, 53.7, 86.6, 126.8, 507.5, 515.1, 574.6, 616.7, 722.0, 837.6, 867.0, 888.6, 1313.3, 1333.7, 2982.4, 2992.1, 3070.8, 3082.8]	[]	Ang	
Ag	211	CH2-CH2	-0.04	[12, 53.7, 86.6, 126.8, 507.5, 515.1, 574.6, 616.7, 722.0, 837.6, 867.0, 888.6, 1313.3, 1333.7, 2982.4, 2992.1, 3070.8, 3082.8]	[]	Ang	
Cu211	211	CH2-CH2	-1.0	[12, 53.7, 86.6, 126.8, 507.5, 515.1, 574.6, 616.7, 722.0, 837.6, 867.0, 888.6, 1313.3, 1333.7, 2982.4, 2992.1, 3070.8, 3082.8]	[]	Ang	
Pt	211	CH4	-2.80	[12, 12, 12, 55.6, 62.1, 1286.5, 1289.3, 1290.1, 1507.2, 1509.0, 2954.0, 3070.0, 3071.7, 3072.9]	[]	Ang	
Pd	211	CH4	-2.80	[12, 12, 12, 55.6, 62.1, 1286.5, 1289.3, 1290.1, 1507.2, 1509.0, 2954.0, 3070.0, 3071.7, 3072.9]	[]	Ang	
Cu211	211	CH4	-2.80	[12, 12, 12, 55.6, 62.1, 1286.5, 1289.3, 1290.1, 1507.2, 1509.0, 2954.0, 3070.0, 3071.7, 3072.9]	[]	Ang	
Ag	211	CH4	-2.80	[12, 12, 12, 55.6, 62.1, 1286.5, 1289.3, 1290.1, 1507.2, 1509.0, 2954.0, 3070.0, 3071.7, 3072.9]	[]	Ang	
Rh	211	CH4	-2.80	[12, 12, 12, 55.6, 62.1, 1286.5, 1289.3, 1290.1, 1507.2, 1509.0, 2954.0, 3070.0, 3071.7, 3072.9]	[]	Ang	
Ag	211	C-C	5.37	[384, 652, 923, 1182, 1217, 1321]	[]	Ang	
Cu	211	C-C	2.57	[384, 652, 923, 1182, 1217, 1321]	[]	Ang	
Pt	211	#C-C	0.42	[384, 652, 923, 1182, 1217, 1321]	[]	Ang	
Pd	211	#C-C	0.38	[384, 652, 923, 1182, 1217, 1321]	[]	Ang	
Rh	211	C-C	-1.14	[384, 652, 923, 1182, 1217, 1321]	[]	Ang	
Ru	211	C-C	-1.28	[384, 652, 923, 1182, 1217, 1321]	[]	Ang	
Ag	211	CC	0.24	[493, 545, 627, 696, 1018, 3824]	[]	Ang	
Cu	211	CC	-0.8	[493, 545, 627, 696, 1018, 3824]	[]	Ang	
Pt	211	CC	-1.57	[493, 545, 627, 696, 1018, 3824]	[]	Ang	
Pd	211	CC	-1.58	[493, 545, 627, 696, 1018, 3824]	[]	Ang	
Rh	211	CC	-2.4	[493, 545, 627, 696, 1018, 3824]	[]	Ang	
Ru	211	#CC	-3.87	[493, 545, 627, 696, 1018, 3824]	[]	Ang	
Ir	211	OH	-0.354	[]	[]	Phys. Rev. Lett. 99, 016105 (2007)	
Re	211	OH	-1.364	[]	[]	Phys. Chem. Chem. Phys., 13, 20760, (2011)	
Mn	211	OH	-1.277	[]	[]	Phys. Chem. Chem. Phys., 13, 20760, (2011)	
Fe	211	OH	-1.12	[]	[]	Phys. Chem. Chem. Phys., 13, 20760, (2011)	
Ru	211	OH	-0.688	[]	[]	Phys. Chem. Chem. Phys., 13, 20760, (2011)	
Co	211	OH	-0.641	[]	[]	Phys. Chem. Chem. Phys., 13, 20760, (2011)	
Ni	211	OH	-0.496	[]	[]	Phys. Chem. Chem. Phys., 13, 20760, (2011)	
Ir	211	OH	-0.396	[]	[]	Phys. Chem. Chem. Phys., 13, 20760, (2011)	
Au	211	OH	0.939	[]	[]	Phys. Chem. Chem. Phys., 13, 20760, (2011)	
Au	211	CO	-0.24	[]	[]	Methanation	
Ni	211	CO	-1.56	[]	[]	Methanation	
Ir	211	CO	-2.14	[]	[]	Methanation	
Ru	211	CO	-1.83	[]	[]	Methanation	
Co	211	CO	-1.6	[]	[]	Methanation	
Au	211	O	2.604	[]	[]	Methanation	
Ni	211	O	0.13	[]	[]	Methanation	
Ir	211	O	-0.109	[]	[]	Methanation	
Ru	211	O	-0.101	[]	[]	Methanation	
Co	211	O	-0.2	[]	[]	Methanation	
Au	211	C	1.99	[]	[]	Methanation	
Ni	211	C	-1.26	[]	[]	Methanation	
Ir	211	C	-1.21	[]	[]	Methanation	
Ru	211	C	-1.55	[]	[]	Methanation 	
Co	211	C	-1.4	[]	[]	Methanation 	
Ag	211	O-H	3.04	[12.0, 12.0, 265.8, 423.9, 454.7, 1803.0]	[]	Calculated	
Au	211	O-H	3.53	[12.0, 12.0, 265.8, 423.9, 454.7, 1803.0]	[]	Calculated	
Ru	211	O-H	0.77	[12.0, 12.0, 265.8, 423.9, 454.7, 1803.0]	[]	Calculated	
Ag	211	C-HO	3.5	[]	[]	Methanation	
Cu211	211	C-HO	1.38	[184.8,247.9,317.1,420.8,452.6,564.6,582.4,3673]	[]	Methanation	
Pd	211	C-HO	-0.06	[]	[]	Methanation	
Pt	211	C-HO	0.48	[]	[]	Methanation	
Rh	211	C-HO	-0.4	[]	[]	Methanation	
